trial,q_first_click,q_click_drivers,q_detail_info,q_detail_top,q_buy_first,q_notbuy_first,q_consider_more,q_second_click,q_buy_second,q_notbuy_second,q_third_click,q_buy_third,q_notbuy_third,q_fallback,q_fallback_blocker,q_reject_A,q_reject_B,q_reject_C,q_reject_D,q_reject_E,q_reject_F,q_page_browse,q_page_buy,q_factor_most,q_factor_second,q_importance_title,q_importance_image,q_importance_bullets,q_importance_aplus,q_importance_attr,q_importance_price,q_importance_reviews,q_importance_trust,q_listing_redline,q_material_pref,q_transparency_pref,q_badge_effect,q_switch_trigger,q_price_acceptance,q_purchase_intent
760,A,main_image|color_pattern|review_count|star_rating|material_word|magnets|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa|price_deal,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|brand|few_reviews,B,not_buy,price_suspicious|material|brand,A,price|reviews_trust,fallback_favorite|price_too_high,price_suspicious|brand|material,price_suspicious|brand|few_reviews,few_reviews|brand|material|pack,brand|few_reviews|look,few_reviews|size|brand,page2,page1,reviews,price_value,4,5,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_rating,3,4
761,A,brand|review_count|star_rating|material_word|imagine_look,negative_reviews|reviews_photos|bullets|material_cert|size_specs|zoom_images|price_deal,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|brand|material|want_compare,E,not_buy,few_reviews|brand|material|want_compare,A,price|timing|info_gap,fallback_favorite|price_too_high,price_suspicious|brand|material|look,price_suspicious|brand|material,few_reviews|brand|material|pack,few_reviews|brand|material|look,few_reviews|brand|size|material,page2,page1,brand,reviews,4,4,3,2,3,3,5,5,low_rating|few_reviews|material_unclear|blur_image|no_size,eva,semi,yes_somewhat,better_rating,3,4
762,A,main_image|review_count|star_rating|material_word|title_keyword|magnets|right_size|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|qa|zoom_images|price_deal,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,brand|want_compare,E,not_buy,rating|few_reviews|look|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|brand|material,brand|price_suspicious|material,few_reviews|material|pack,rating|few_reviews|look,few_reviews|size|look,page2,page1,reviews,price_value,4,5,4,2,4,5,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets|mismatch_title,eva,semi,unlikely,better_rating,3,4
763,A,main_image|color_pattern|star_rating|review_count|material_word|right_size|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images,negative_reviews,not_buy,price_too_high|want_compare,yes_more,B,add_cart,no_concern,C,buy_now,skip_ordered,A,price,price_too_high,final_purchase,final_purchase,few_reviews,look|few_reviews,size|few_reviews,page2,page1,rating,price_value,4,5,4,2,4,5,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,unlikely,better_rating,4,4
764,A,main_image,reviews_photos,reviews_photos,buy_now,no_concern,yes_more,A,skip_ordered,skip_ordered,A,skip_ordered,skip_ordered,A,no_blocker,final_purchase,final_purchase,final_purchase,final_purchase,final_purchase,final_purchase,page1,page1,price_value,price_value,3,3,3,3,3,3,3,3,low_rating,eva,fully_transparent,yes_strongly,lower_price,3,3
765,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look|right_size,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,reviews_photos,not_buy,price_too_high|want_compare,yes_more,C,not_buy,brand|price_suspicious|material|want_compare,B,not_buy,brand|price_suspicious|look|want_compare,A,price|timing,fallback_favorite|price_too_high,brand|price_suspicious|look|material,brand|price_suspicious|material,few_reviews|material|pack,look|few_reviews|brand,few_reviews|size|material|look,page2,page1,reviews,material,4,5,4,3,4,4,5,5,low_rating|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_rating,3,4
766,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look,reviews_photos|negative_reviews|bullets|material_cert|zoom_images|price_deal,negative_reviews,not_buy,price_too_high|want_compare,yes_more,B,not_buy,price_suspicious|material|want_compare,C,not_buy,price_suspicious|brand|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material,price_suspicious|brand,few_reviews|pack|material,look|rating|brand,few_reviews|size|look,page2,page1,reviews,material,4,5,4,2,4,4,5,5,low_rating|few_reviews|material_unclear|blur_image|no_bullets,eva,semi,yes_somewhat,better_value,3,4
767,A,main_image|color_pattern|star_rating|review_count|material_word|magnets|imagine_look|right_size,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|price_deal,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,add_cart,price_suspicious|brand|material|want_compare,E,not_buy,look|rating|few_reviews|want_compare,C,reviews_trust|brand|material|info_gap|timing,price_too_high,price_suspicious|brand|material,fallback_favorite|price_suspicious|brand,few_reviews|pack|material,look|rating|few_reviews,few_reviews|size|material,page2,page1,price_value,reviews,4,4,4,2,4,5,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_rating,4,4
768,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,add_cart,want_compare|price_suspicious,B,not_buy,look|material,C,timing|reviews_trust,price_too_high,look|material,fallback_favorite,few_reviews|material,look|few_reviews,few_reviews|size,page2,page1,reviews,price_value,4,5,4,2,4,4,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_rating,4,4
769,A,main_image|color_pattern|review_count|star_rating|material_word|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|qa|price_deal|zoom_images,negative_reviews,not_buy,price_too_high|want_compare,yes_more,B,not_buy,price_suspicious|material|want_compare,E,not_buy,few_reviews|brand|want_compare,A,price|info_gap,fallback_favorite|price_too_high,price_suspicious|material,price_suspicious|brand|few_reviews,few_reviews|pack|material,few_reviews|brand|look,few_reviews|size|material,page2,page1,reviews,material,4,5,4,2,4,4,5,5,low_rating|few_reviews|material_unclear|blur_image|no_size,eva,semi,unlikely,better_rating,3,4
770,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look|magnets,reviews_photos|negative_reviews|bullets|material_cert|size_specs|zoom_images|qa,negative_reviews,add_cart,price_too_high|want_compare,yes_more,C,add_cart,price_suspicious|want_compare,B,add_cart,want_compare|material,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material|brand,price_suspicious|brand|material,few_reviews|material|pack|look,look|brand|transparency,few_reviews|size|look|material,page2,page1,reviews,price_value,4,5,4,2,4,4,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_rating,2,4
771,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,reviews_photos,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|few_reviews|brand|want_compare,B,not_buy,price_suspicious|material|brand|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material|brand,price_suspicious|few_reviews|brand,few_reviews|material|pack,look|few_reviews|brand,few_reviews|size|material|brand,page2,page1,reviews,price_value,4,5,4,2,4,4,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_rating,3,4
772,A,main_image|review_count|star_rating|material_word|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|price_deal,negative_reviews,not_buy,price_too_high|want_compare,yes_more,B,not_buy,look|want_compare,E,not_buy,few_reviews|want_compare,A,price|timing,fallback_favorite|price_too_high,look|price_suspicious,price_suspicious|brand|few_reviews,few_reviews|material|pack,few_reviews|look,few_reviews|size|material,page1,page1,material,price_value,5,5,4,2,5,5,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets,eva,semi,unlikely,better_rating,3,4
773,A,main_image|review_count|material_word|imagine_look|magnets,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images,negative_reviews,not_buy,price_too_high|want_compare,yes_more,B,not_buy,look|want_compare,C,not_buy,brand|look|want_compare,A,price,fallback_favorite|price_too_high,look,brand|look,few_reviews|material,look|few_reviews,few_reviews|size,page2,page1,reviews,material,4,5,4,2,4,4,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,unlikely,better_rating,3,3
774,A,review_count|star_rating|material_word|main_image|magnets,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,add_cart,want_compare,B,not_buy,look|want_compare,C,reviews_trust|brand,price_too_high|missing_magnet,look|price_suspicious,fallback_favorite|brand,few_reviews|material,look|few_reviews,few_reviews|size,page2,page1,reviews,price_value,4,5,4,2,4,4,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets,eva,semi,unlikely,better_rating,4,4
775,A,main_image|color_pattern|star_rating|review_count|material_word|magnets|imagine_look,negative_reviews|reviews_photos|bullets|material_cert|size_specs|zoom_images|price_deal,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|material|want_compare,B,not_buy,price_suspicious|few_reviews|material|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material,price_suspicious|brand,few_reviews|material|pack,look|few_reviews,few_reviews|size|look,page2,page1,reviews,price_value,4,5,4,2,4,5,5,4,low_rating|no_size|material_unclear|blur_image|no_bullets|mismatch_title,eva,semi,yes_somewhat,better_rating,2,3
776,A,main_image|color_pattern|star_rating|review_count|material_word|right_size|magnets|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|qa|zoom_images|price_deal,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|material|transparency|want_compare,B,not_buy,look|material|transparency|want_compare,A,price|info_gap,fallback_favorite|price_too_high,look|material|transparency,price_suspicious|material|transparency,few_reviews|material|pack|look,few_reviews|look|material,few_reviews|size|material|look,page2,page1,material,reviews,4,4,4,2,4,4,5,5,low_rating|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_function,3,4
777,A,main_image|color_pattern|review_count|material_word|magnets|right_size|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|qa|zoom_images,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|brand|few_reviews|want_compare,E,not_buy,look|transparency|few_reviews|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|brand|look,price_suspicious|brand|few_reviews,few_reviews|material|pack,look|few_reviews|transparency,few_reviews|size|material,page2,page1,reviews,price_value,4,5,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets,eva,semi,yes_somewhat,better_rating,3,4
778,A,review_count|star_rating|material_word|magnets|title_keyword|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|brand|want_compare,B,not_buy,price_suspicious|material|brand|want_compare,A,price|info_gap,fallback_favorite|price_too_high|info_incomplete,price_suspicious|brand|material,price_suspicious|brand|look,few_reviews|material|pack,look|few_reviews|transparency,few_reviews|size|look,page2,page1,reviews,price_value,5,5,4,2,4,4,5,4,low_rating|few_reviews|material_unclear|blur_image|mismatch_title,eva,semi,unlikely,better_rating,2,4
779,A,main_image|color_pattern|star_rating|review_count|material_word|right_size|imagine_look|magnets,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,reviews_photos,add_cart,price_too_high|want_compare,yes_more,B,add_cart,look|want_compare,C,not_buy,want_compare|few_reviews,A,price|timing,fallback_favorite|price_too_high,look,few_reviews,few_reviews|brand|pack,look|few_reviews|brand,few_reviews|size|brand,page2,page1,reviews,price_value,4,5,4,2,4,4,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets,eva,semi,yes_somewhat,better_rating,3,4
780,A,main_image|review_count|star_rating|material_word|magnets|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,B,not_buy,price_suspicious|material|want_compare,C,not_buy,price_suspicious|material|want_compare,A,price,fallback_favorite|price_too_high,price_suspicious|material,price_suspicious|material,few_reviews|material,look|few_reviews,few_reviews|size|material,page1,page1,material,price_value,4,5,4,2,5,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets|mismatch_title,eva,semi,unlikely,better_function,3,4
781,A,review_count|star_rating|material_word|main_image|magnets|right_size,negative_reviews|reviews_photos|material_cert|bullets|size_specs|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,brand|price_suspicious|material,B,not_buy,brand|price_suspicious|material|look,A,price|timing,fallback_favorite|price_too_high,brand|price_suspicious|material|look,brand|price_suspicious|material,few_reviews|brand|pack,look|brand|transparency,few_reviews|size|brand|look,page2,page1,material,reviews,4,5,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,unlikely,better_rating,3,4
782,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look|magnets,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa|price_deal,reviews_photos,add_cart,price_too_high|want_compare,yes_more,C,not_buy,look|price_suspicious|want_compare,B,not_buy,look|price_suspicious|material|want_compare,A,price,fallback_favorite|price_too_high,look|price_suspicious|material,look|price_suspicious,few_reviews|material|pack,look|few_reviews|brand,few_reviews|size|look|material,page2,page1,material,rating,4,5,4,2,4,4,5,5,low_rating|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_value,3,4
783,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|qa|zoom_images,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|brand|few_reviews|want_compare,B,not_buy,price_suspicious|look|want_compare,A,price,fallback_favorite|price_too_high,price_suspicious|look|brand,price_suspicious|brand|few_reviews,few_reviews|material|pack,look|few_reviews|brand,few_reviews|size|brand,page2,page1,reviews,material,4,5,4,2,4,4,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets,eva,semi,unlikely,better_rating,3,4
784,C,main_image|color_pattern|price|star_rating|magnets|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|qa|zoom_images,reviews_photos,not_buy,price_suspicious|brand|want_compare,yes_more,A,not_buy,price_too_high|transparency|want_compare,B,add_cart,no_concern,B,no_blocker,price_too_high|transparency,final_purchase,price_suspicious|brand,few_reviews|pack,look|few_reviews|brand,few_reviews|size|look,page2,page1,reviews,price_value,4,5,4,2,4,4,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_rating,5,4
