trial,persona_path,reward,choice,choice_label,price,price_threshold,feature_priority,purchase_likelihood,age_bracket,economic_motivation,region,socioeconomic_band,gender_identity,life_stage,income,employment,rationale
survey_water-bottle-choice__pCjVd4N,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-3afb3313a9e4.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,55-64,Indifferent,South Asia,High income,Man,Retirement,<$25k,Part-time,"I want insulation for my daily tea and long commutes, and 316/316L steel with triple heat blocking at ¥129 hits the sweet spot — better spec than the cheap ¥39.9 bottle without paying Zojirushi or Stanley prices. The 600 ml size is practical for one person and the brand tier is credible enough for me."
survey_water-bottle-choice__pLbTTv3,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-0f53b8cc7086.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,65-74,Indifferent,Sub-Saharan Africa,Middle,Woman,Career change,<$25k,Full-time,"I want a bottle that keeps my water hot through long days, and the 316/316L inner liner with triple heat blocking at ¥129 seems like the most solid insulation for the money. The Zojirushi is nicer but ¥229 is more than I can justify right now, and the plastic Nalgene won't hold temperature at all."
survey_water-bottle-choice__pTo5BwP,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-7891f32956ce.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,65-74,Value-driven,East Asia,Middle,Man,Retirement,<$25k,Retired,保温性能と価格のバランスが一番良いと感じた。316ステンレスで真空断熱、600mlは日常使いにちょうどよく、129元なら納得できる。派手さより実用性を重視する自分に合っている。
survey_water-bottle-choice__pTs8gEg,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-8062543263dd.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,price,4,25-34,Cost-sensitive,Southeast Asia,Low income,Man,Mid-life,<$25k,Full-time,"मैं रोज़ाना पानी पीने के लिए इंसुलेटेड बोतल चाहता हूँ, और मेरा बजट सीमित है, इसलिए ¥129 पर 316/316L स्टील, बिना टेल वाला वैक्यूम और ट्रिपल हीट ब्लॉकिंग वाला बेजिक्सियोंग सबसे अच्छा सौदा लगता है। 600 ml की क्षमता मेरे दिन भर के इस्तेमाल के लिए पर्याप्त है और यह सस्ती फ़ुगुआंग से ज़्यादा टिकाऊ तथा भरोसेमंद लगती है।"
survey_water-bottle-choice__pYVVaQr,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_wiki-d76b5bf8428f.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,5,insulation,4,75-84,Value-driven,Western Europe,Middle,Man,Retirement,$50k-100k,Self-employed,"I want a genuinely insulated bottle that keeps drinks hot through a long day of coaching and outdoor activity, and the Beijixiong gives me 316/316L stainless steel and triple heat blocking at a fair ¥129. The 600 ml capacity suits my daily use better than a 500 ml, and I see no reason to pay ¥229 or ¥319 for premium branding when this does the job properly."
survey_water-bottle-choice__pYqxqiG,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-de11a750cd01.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,price,4,25-34,Cost-sensitive,Sub-Saharan Africa,Lower-middle,Woman,Early career,$100k-200k,Self-employed,"Ninapenda kunywa maji ya moto na baridi wakati wa kazi zangu za zamu, kwa hivyo insulation ni muhimu sana kwangu. Beijixiong inatoa 316/316L stainless steel na triple heat blocking kwa ¥129 tu, ambayo ni bei nafuu kuliko Mijia na Zojirushi lakini ina uwezo sawa au bora zaidi. Kwa kuwa bajeti yangu ni ya wasiwasi na ninahitaji kitu cha kudumu, hii inaonekana kama chaguo bora la thamani."
survey_water-bottle-choice__pZuZtmQ,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-37c046bcd260.yaml,1.0,fuguang_316,富光 316 保温杯,39.9,5,price,4,85+,Cost-sensitive,Southeast Asia,Lower-middle,Man,Retirement,<$25k,Retired,我这个人花钱看紧，钱只花在刀刃上。这个¥39.9的国产不锈钢保温瓶，容量500ml够我一天用，密封可靠、耐摔耐用，坏了丢了也不心疼。那些上百块的瓶子对我来说就是花冤枉钱买牌子，不值。
survey_water-bottle-choice__pa9WbDk,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_wiki-9f883849b647.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,5,insulation,4,75-84,Value-driven,North America,Upper-middle,Man,Retirement,$100k-200k,Retired,"The 600 ml capacity hits the sweet spot for daily use — bigger than the 500 ml basics but not the unwieldy 1.2 L Stanley. At ¥129 it delivers 316/316L stainless with triple heat blocking, which is the best temperature performance per yuan on this shelf, and I'd rather spend for real insulation than pay ¥229 for a Japanese premium or ¥319 for a viral tumbler I don't need."
survey_water-bottle-choice__paeaMk5,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_wiki-44129bd12f80.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,5,insulation,4,55-64,Value-driven,Oceania,Upper-middle,Woman,Mid-life,$100k-200k,Self-employed,"At ¥129 the Beijixiong offers the best combination of quality and value for daily use: a 316/316L stainless interior, tail-less vacuum construction and triple heat blocking give me proper insulation without paying the premium import markup. The 600 ml capacity suits a full day of commuting and desk work, and the price is low enough that I can buy one without agonising over it."
survey_water-bottle-choice__pcg4gvA,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-7e6e912b9a7a.yaml,1.0,zojirushi_sm_sz,象印 SM-SZ,229.0,4,insulation,4,65-74,Value-driven,East Asia,Middle,Woman,Empty nester,<$25k,Full-time,"I'm 65-plus with a chronic illness and I'm on the go a lot, so I want a bottle that keeps my tea hot for hours and is genuinely easy to clean — the non-stick interior on the Zojirushi seals it for me. It's the lightest of the insulated options and I've trusted Japanese build quality my whole life, so the ¥229 is worth it for something I'll carry every single day."
survey_water-bottle-choice__pd3Toji,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-defbcaa4495a.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,18-24,Value-driven,Southeast Asia,Lower-middle,Woman,Early career,$50k-100k,Part-time,"I want a properly insulated bottle for daily use, and this one gives me a 316/316L stainless steel liner and triple heat blocking for ¥129, which is the best value in the middle tier. The 600 ml size suits my routine, and I would rather pay a little more than the ¥39.9 budget bottle to get reliable insulation that lasts."
survey_water-bottle-choice__peWqyAd,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-d3b49450806c.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,35-44,Cost-sensitive,Sub-Saharan Africa,Lower-middle,Self-described,Early career,$25k-50k,Full-time,"Preciso de garrafa térmica que aguente o dia todo, e essa tem isolamento triplo com aço 316 por ¥129 — metade do preço da Zojirushi. A Fuguang é barata mas básica demais, e a Nalgene não isola nada."
survey_water-bottle-choice__pew78ch,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-d7a02e49324e.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,45-54,Value-driven,East Asia,High income,Woman,Career change,$50k-100k,Full-time,我每天都要用，保温性能和耐用性最重要，而这款在100元档给出了316/316L内胆和无尾真空，性价比最实在。¥129对我来说是可以接受的支出，500-600ml的容量也刚好适合通勤携带，不像Stanley那样笨重。价格再高就超出我日常用品的预算范围了。
survey_water-bottle-choice__pgpUkwf,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_wiki-81f66f55d02b.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,5,insulation,5,25-34,Premium-seeking,North America,Upper-middle,Man,Early career,$200k+,Full-time,"I want proper vacuum insulation for daily use, and the Beijixiong 316 offers a 316/316L liner with triple heat blocking at a price that's easy to justify. It's the sweet spot between the cheap basic bottle and the premium Japanese option, and 600 ml suits my daily hydration needs."
survey_water-bottle-choice__pkGNsrQ,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-9ddac9fdf9e6.yaml,1.0,fuguang_316,富光 316 保温杯,39.9,5,price,4,55-64,Cost-sensitive,Latin America,Lower-middle,Woman,Retirement,<$25k,Self-employed,"Sou aposentada, com renda baixa e cuido de familiares, então preciso de algo barato e confiável. O Fuguang 316 custa só ¥39.9, tem isolamento a vácuo básico e vedação confiável — atende o uso diário sem pesar no bolso. Não preciso de capacidade grande nem de marca viral."
survey_water-bottle-choice__pkYJE5G,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-300f79468357.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,35-44,Cost-sensitive,East Asia,Middle,Man,Parent of young kids,<$25k,Self-employed,我每天带水主要是为了保温，316不锈钢内胆在这个价位是实打实的用料，比基础款只贵几十块但隔热和密封都更靠谱。500ml对我偏小，600ml刚好够一天上班用，价格也在能接受的范围。
survey_water-bottle-choice__puMnAZy,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-f0065b116ed9.yaml,1.0,fuguang_316,富光 316 保温杯,39.9,5,price,4,65-74,Cost-sensitive,South Asia,Low income,Man,Mid-life,$25k-50k,Self-employed,"I'm on a tight budget and money is tight right now, so ¥39.9 for a basic insulated 316 steel bottle is the only price I can justify for everyday use. It's a national brand, seals reliably, and 500 ml is plenty for my daily needs — I don't need fancy coatings or viral tumbler status."
survey_water-bottle-choice__pxgDUtU,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-bb78badd1e10.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,price,4,45-54,Cost-sensitive,Latin America,Low income,Woman,Mid-life,<$25k,Homemaker,"Ich brauche eine Flasche für den täglichen Gebrauch, und 600 ml bei 316/316L-Edelstahl mit guter Isolierung sind für mich das beste Verhältnis von Preis und Leistung. Die 129 Yuan liegen in meinem realistischen Budget, und ich vertraue der Marke als solide Mittelklasse mehr als dem billigsten Modell."
survey_water-bottle-choice__q4n5w3x,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-c31686ddcde0.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,price,4,35-44,Cost-sensitive,Sub-Saharan Africa,Middle,Woman,Mid-life,<$25k,Homemaker,"Bei ya ¥129 inalingana na bajeti yangu ya kila siku, na bado inanipa chuma cha 316/316L cha kweli pamoja na insulation ya joto tatu. Kwa mtu anayetaka kitu cha kudumu na salama bila kulipa bei ya kifahari, hii ndiyo inatoa thamani bora zaidi kwenye rafu."
survey_water-bottle-choice__q5P2bEf,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-57cf5ed65383.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,18-24,Value-driven,South Asia,High income,Man,Student,<$25k,Gig / freelance,"I need insulation for daily use and I'm not paying for viral branding. The Beijixiong gives 316/316L steel and triple heat blocking at ¥129, which is the best value on this shelf. The cheaper Fuguang saves ¥90 but 316 basic insulation and a smaller 500ml don't cover a full day for me."
survey_water-bottle-choice__q9stht6,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-30aace97d3d1.yaml,1.0,fuguang_316,富光 316 保温杯,39.9,5,price,4,55-64,Cost-sensitive,South Asia,Middle,Woman,Career change,<$25k,Full-time,"আমি সীমিত আয়ে চলি, আর এই বোতলটাই সবচেয়ে সাশ্রয়ী — ৩৯.৯ ইউয়ানে ৩১৬ স্টেইনলেস স্টিল আর ভালো সিল পাওয়া যায়। দৈনন্দিন ব্যবহারের জন্য বেসিক ইনসুলেশনই যথেষ্ট, দামি ব্র্যান্ডের জন্য বাড়তি টাকা খরচ করার প্রয়োজন দেখি না।"
survey_water-bottle-choice__qBTHqy3,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_wiki-aec1f587752e.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,5,insulation,4,85+,Value-driven,North America,Middle,Man,Retirement,Unknown,Retired,"I want a genuinely insulated bottle for daily use, and the Beijixiong gives me a 316/316L liner and triple heat blocking at a sensible ¥129 — better construction than the budget Fuguang without the Zojirushi markup. The 600 ml size suits my day, and I would rather pay once for solid materials than chase a viral brand."
survey_water-bottle-choice__qEtKXeN,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_wiki-e90867748382.yaml,1.0,zojirushi_sm_sz,象印 SM-SZ,229.0,4,insulation,4,35-44,Value-driven,East Asia,High income,Man,Mid-life,$200k+,Self-employed,"I want a bottle I carry every day, so insulation quality, low weight, and easy cleaning matter more to me than saving a few yuan. Zojirushi's non-stick interior and top-tier vacuum insulation suit my daily gym-and-office routine, and the Japanese premium build justifies the mid-high price. The Stanley is too bulky for my commute, and the budget 316 bottles don't match the reliability I'm after."
survey_water-bottle-choice__qGnh5Q6,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-abc24e2e2801.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,price,4,65-74,Cost-sensitive,Southeast Asia,Low income,Woman,Retirement,$50k-100k,Part-time,"I want a real insulated bottle and this one gives 316/316L liner and triple heat blocking for ¥129, which is the best value in the middle tier. The 600 ml size is right for daily use, and the price is low enough that I won't feel I overspent."
